,Insurer,FY,Category,Gross Premium,Net Premium
547,Concord,2018,Motor Vehicle,1648,1440
548,Concord,2018,Aircraft,0,0
549,Concord,2018,Ships,3146,2650
550,Concord,2018,Goods in Transit,621,86
551,Concord,2018,Property Damage,4551,2164
552,Concord,2018,Employees Compensation,4776,4431
553,Concord,2018,Owners Corporation Liability,96,84
554,Concord,2018,Other Business,2688,2363
555,Concord,2018,Pecuniary Loss,1643,360
556,Concord,2018,Non-Proportional Treaty Reinsurance,0,0
557,Concord,2018,Proportional Treaty Reinsurance,0,0
558,Concord,2018,Total,20220,14582
559,Dah Sing Insurance (1976),2018,Accident & Health,31050,11023
560,Dah Sing Insurance (1976),2018,Motor Vehicle,141872,98529
561,Dah Sing Insurance (1976),2018,Aircraft,0,0
562,Dah Sing Insurance (1976),2018,Ships,258,129
563,Dah Sing Insurance (1976),2018,Goods in Transit,2774,2229
564,Dah Sing Insurance (1976),2018,Property Damage,122843,101927
565,Dah Sing Insurance (1976),2018,Employees Compensation,95287,48915
566,Dah Sing Insurance (1976),2018,Owners Corporation Liability,765,765
567,Dah Sing Insurance (1976),2018,Other Business,31234,23574
568,Dah Sing Insurance (1976),2018,Pecuniary Loss,2462,1224
569,Dah Sing Insurance (1976),2018,Non-Proportional Treaty Reinsurance,0,0
570,Dah Sing Insurance (1976),2018,Proportional Treaty Reinsurance,0,0
571,Dah Sing Insurance (1976),2018,Total,428545,288315
572,East Point Re,2018,Accident & Health,0,0
573,East Point Re,2018,Motor Vehicle,0,0
574,East Point Re,2018,Aircraft,0,0
575,East Point Re,2018,Ships,0,0
576,East Point Re,2018,Goods in Transit,0,0
577,East Point Re,2018,Property Damage,0,0
578,East Point Re,2018,Employees Compensation,0,0
579,East Point Re,2018,Owners Corporation Liability,0,0
580,East Point Re,2018,Other Business,0,0
581,East Point Re,2018,Pecuniary Loss,0,0
582,East Point Re,2018,Non-Proportional Treaty Reinsurance,0,0
583,East Point Re,2018,Proportional Treaty Reinsurance,0,0
584,East Point Re,2018,Total,0,0
585,EULER HERMES,2018,Accident & Health,0,0
586,EULER HERMES,2018,Motor Vehicle,0,0
587,EULER HERMES,2018,Aircraft,0,0
588,EULER HERMES,2018,Ships,0,0
589,EULER HERMES,2018,Goods in Transit,0,0
590,EULER HERMES,2018,Property Damage,0,0
591,EULER HERMES,2018,Employees Compensation,0,0
592,EULER HERMES,2018,Owners Corporation Liability,0,0
593,EULER HERMES,2018,Other Business,0,0
594,EULER HERMES,2018,Pecuniary Loss,429324,45199
595,EULER HERMES,2018,Non-Proportional Treaty Reinsurance,0,0
596,EULER HERMES,2018,Proportional Treaty Reinsurance,0,0
597,EULER HERMES,2018,Total,429324,45199
598,Factory Mutual,2018,Accident & Health,0,0
599,Factory Mutual,2018,Motor Vehicle,0,0
600,Factory Mutual,2018,Aircraft,0,0
601,Factory Mutual,2018,Ships,0,0
602,Factory Mutual,2018,Goods in Transit,0,0
603,Factory Mutual,2018,Property Damage,111425,52136
604,Factory Mutual,2018,Employees Compensation,0,0
605,Factory Mutual,2018,Owners Corporation Liability,0,0
606,Factory Mutual,2018,Other Business,0,0
607,Factory Mutual,2018,Pecuniary Loss,0,0
608,Factory Mutual,2018,Non-Proportional Treaty Reinsurance,0,0
609,Factory Mutual,2018,Proportional Treaty Reinsurance,0,0
610,Factory Mutual,2018,Total,111425,52136
611,Falcon Insurance,2018,Accident & Health,31026,30373
612,Falcon Insurance,2018,Motor Vehicle,38580,36883
613,Falcon Insurance,2018,Aircraft,0,0
614,Falcon Insurance,2018,Ships,87522,44063
615,Falcon Insurance,2018,Goods in Transit,6356,3637
616,Falcon Insurance,2018,Property Damage,86569,20293
617,Falcon Insurance,2018,Employees Compensation,95378,90822
618,Falcon Insurance,2018,Owners Corporation Liability,112,77
619,Falcon Insurance,2018,Other Business,13398,8329
620,Falcon Insurance,2018,Pecuniary Loss,16104,3121
621,Falcon Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
622,Falcon Insurance,2018,Proportional Treaty Reinsurance,0,0
623,Falcon Insurance,2018,Total,375045,237598
624,Federal,2018,Accident & Health,0,0
625,Federal,2018,Motor Vehicle,0,0
626,Federal,2018,Aircraft,0,0
627,Federal,2018,Ships,0,0
628,Federal,2018,Goods in Transit,0,0
629,Federal,2018,Property Damage,0,0
630,Federal,2018,Employees Compensation,0,0
631,Federal,2018,Owners Corporation Liability,0,0
632,Federal,2018,Other Business,0,0
633,Federal,2018,Pecuniary Loss,0,0
634,Federal,2018,Non-Proportional Treaty Reinsurance,0,0
635,Federal,2018,Proportional Treaty Reinsurance,0,0
636,Federal,2018,Total,0,0
637,First American Title,2018,Accident & Health,0,0
638,First American Title,2018,Motor Vehicle,0,0
639,First American Title,2018,Aircraft,0,0
640,First American Title,2018,Ships,0,0
641,First American Title,2018,Goods in Transit,0,0
642,First American Title,2018,Property Damage,0,0
643,First American Title,2018,Employees Compensation,0,0
644,First American Title,2018,Owners Corporation Liability,0,0
645,First American Title,2018,Other Business,0,0
646,First American Title,2018,Pecuniary Loss,1973,1973
647,First American Title,2018,Non-Proportional Treaty Reinsurance,0,0
648,First American Title,2018,Proportional Treaty Reinsurance,0,0
649,First American Title,2018,Total,1973,1973
650,FWD General,2018,Accident & Health,264374,78262
651,FWD General,2018,Motor Vehicle,60642,54817
652,FWD General,2018,Aircraft,0,0
653,FWD General,2018,Ships,6498,5325
654,FWD General,2018,Goods in Transit,11788,9854
655,FWD General,2018,Property Damage,59705,11379
656,FWD General,2018,Employees Compensation,81320,76300
657,FWD General,2018,Owners Corporation Liability,335,314
658,FWD General,2018,Other Business,27392,25471
659,FWD General,2018,Pecuniary Loss,229,23
660,FWD General,2018,Non-Proportional Treaty Reinsurance,0,0
661,FWD General,2018,Proportional Treaty Reinsurance,0,0
662,FWD General,2018,Total,512283,261745
663,GAN,2018,Accident & Health,0,0
664,GAN,2018,Motor Vehicle,0,0
665,GAN,2018,Aircraft,0,0
666,GAN,2018,Ships,0,0
667,GAN,2018,Goods in Transit,0,0
668,GAN,2018,Property Damage,0,0
669,GAN,2018,Employees Compensation,0,0
670,GAN,2018,Owners Corporation Liability,0,0
671,GAN,2018,Other Business,0,0
672,GAN,2018,Pecuniary Loss,0,0
673,GAN,2018,Non-Proportional Treaty Reinsurance,0,0
674,GAN,2018,Proportional Treaty Reinsurance,0,0
675,GAN,2018,Total,0,0
676,Gard M&E Ltd.,2018,Accident & Health,0,0
677,Gard M&E Ltd.,2018,Motor Vehicle,0,0
678,Gard M&E Ltd.,2018,Aircraft,0,0
679,Gard M&E Ltd.,2018,Ships,51211,50550
680,Gard M&E Ltd.,2018,Goods in Transit,0,0
681,Gard M&E Ltd.,2018,Property Damage,0,0
682,Gard M&E Ltd.,2018,Employees Compensation,0,0
683,Gard M&E Ltd.,2018,Owners Corporation Liability,0,0
684,Gard M&E Ltd.,2018,Other Business,0,0
685,Gard M&E Ltd.,2018,Pecuniary Loss,0,0
686,Gard M&E Ltd.,2018,Non-Proportional Treaty Reinsurance,0,0
687,Gard M&E Ltd.,2018,Proportional Treaty Reinsurance,0,0
688,Gard M&E Ltd.,2018,Total,51211,50550
689,GenRe,2018,Accident & Health,463,370
690,GenRe,2018,Motor Vehicle,149,119
691,GenRe,2018,Aircraft,0,0
692,GenRe,2018,Ships,0,0
693,GenRe,2018,Goods in Transit,0,0
694,GenRe,2018,Property Damage,8325,6756
695,GenRe,2018,Employees Compensation,0,0
696,GenRe,2018,Owners Corporation Liability,0,0
697,GenRe,2018,Other Business,12930,11707
698,GenRe,2018,Pecuniary Loss,0,0
699,GenRe,2018,Non-Proportional Treaty Reinsurance,0,0
700,GenRe,2018,Proportional Treaty Reinsurance,0,0
701,GenRe,2018,Total,21867,18952
702,Hang Seng Insurance,2018,Accident & Health,0,0
703,Hang Seng Insurance,2018,Motor Vehicle,0,0
704,Hang Seng Insurance,2018,Aircraft,0,0
705,Hang Seng Insurance,2018,Ships,0,0
706,Hang Seng Insurance,2018,Goods in Transit,0,0
707,Hang Seng Insurance,2018,Property Damage,0,0
708,Hang Seng Insurance,2018,Employees Compensation,0,0
709,Hang Seng Insurance,2018,Owners Corporation Liability,0,0
710,Hang Seng Insurance,2018,Other Business,0,0
711,Hang Seng Insurance,2018,Pecuniary Loss,0,0
712,Hang Seng Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
713,Hang Seng Insurance,2018,Proportional Treaty Reinsurance,0,0
714,Hang Seng Insurance,2018,Total,0,0
715,Hannover Re,2018,Accident & Health,266741,133371
716,Hannover Re,2018,Motor Vehicle,0,0
717,Hannover Re,2018,Aircraft,0,0
718,Hannover Re,2018,Ships,0,0
719,Hannover Re,2018,Goods in Transit,0,0
720,Hannover Re,2018,Property Damage,0,0
721,Hannover Re,2018,Employees Compensation,0,0
722,Hannover Re,2018,Owners Corporation Liability,0,0
723,Hannover Re,2018,Other Business,0,0
724,Hannover Re,2018,Pecuniary Loss,0,0
725,Hannover Re,2018,Non-Proportional Treaty Reinsurance,0,0
726,Hannover Re,2018,Proportional Treaty Reinsurance,0,0
727,Hannover Re,2018,Total,266741,133371
728,HDI,2018,Accident & Health,55,0
729,HDI,2018,Motor Vehicle,0,0
730,HDI,2018,Aircraft,0,0
731,HDI,2018,Ships,0,0
732,HDI,2018,Goods in Transit,42878,2987
733,HDI,2018,Property Damage,219489,52933
734,HDI,2018,Employees Compensation,0,0
735,HDI,2018,Owners Corporation Liability,0,0
736,HDI,2018,Other Business,93695,19886
737,HDI,2018,Pecuniary Loss,60820,9414
738,HDI,2018,Non-Proportional Treaty Reinsurance,0,0
739,HDI,2018,Proportional Treaty Reinsurance,0,0
740,HDI,2018,Total,416937,85220
741,HKMCI,2018,Accident & Health,0,0
742,HKMCI,2018,Motor Vehicle,0,0
743,HKMCI,2018,Aircraft,0,0
744,HKMCI,2018,Ships,0,0
745,HKMCI,2018,Goods in Transit,0,0
746,HKMCI,2018,Property Damage,0,0
747,HKMCI,2018,Employees Compensation,0,0
748,HKMCI,2018,Owners Corporation Liability,0,0
749,HKMCI,2018,Other Business,0,0
750,HKMCI,2018,Pecuniary Loss,447412,406254
751,HKMCI,2018,Non-Proportional Treaty Reinsurance,0,0
752,HKMCI,2018,Proportional Treaty Reinsurance,0,0
753,HKMCI,2018,Total,447412,406254
754,HKMC,2018,Accident & Health,0,0
755,HKMC,2018,Motor Vehicle,0,0
756,HKMC,2018,Aircraft,0,0
757,HKMC,2018,Ships,0,0
758,HKMC,2018,Goods in Transit,0,0
759,HKMC,2018,Property Damage,0,0
760,HKMC,2018,Employees Compensation,0,0
761,HKMC,2018,Owners Corporation Liability,0,0
762,HKMC,2018,Other Business,0,0
763,HKMC,2018,Pecuniary Loss,187345,159485
764,HKMC,2018,Non-Proportional Treaty Reinsurance,0,0
765,HKMC,2018,Proportional Treaty Reinsurance,0,0
766,HKMC,2018,Total,187345,159485
767,HK Re,2018,Accident & Health,0,0
768,HK Re,2018,Motor Vehicle,0,0
769,HK Re,2018,Aircraft,0,0
770,HK Re,2018,Ships,0,0
771,HK Re,2018,Goods in Transit,0,0
772,HK Re,2018,Property Damage,0,0
773,HK Re,2018,Employees Compensation,0,0
774,HK Re,2018,Owners Corporation Liability,0,0
775,HK Re,2018,Other Business,0,0
776,HK Re,2018,Pecuniary Loss,0,0
777,HK Re,2018,Non-Proportional Treaty Reinsurance,0,0
778,HK Re,2018,Proportional Treaty Reinsurance,0,0
779,HK Re,2018,Total,0,0
780,Hong Leong Insurance (Asia),2018,Accident & Health,76737,45645
781,Hong Leong Insurance (Asia),2018,Motor Vehicle,0,0
782,Hong Leong Insurance (Asia),2018,Aircraft,0,0
783,Hong Leong Insurance (Asia),2018,Ships,0,0
784,Hong Leong Insurance (Asia),2018,Goods in Transit,147,80
785,Hong Leong Insurance (Asia),2018,Property Damage,81272,16722
786,Hong Leong Insurance (Asia),2018,Employees Compensation,24699,8621
787,Hong Leong Insurance (Asia),2018,Owners Corporation Liability,44,19
788,Hong Leong Insurance (Asia),2018,Other Business,9751,5444
789,Hong Leong Insurance (Asia),2018,Pecuniary Loss,1024,134
790,Hong Leong Insurance (Asia),2018,Non-Proportional Treaty Reinsurance,0,0
791,Hong Leong Insurance (Asia),2018,Proportional Treaty Reinsurance,0,0
792,Hong Leong Insurance (Asia),2018,Total,193674,76665
793,HSBC Insurance,2018,Accident & Health,0,0
794,HSBC Insurance,2018,Motor Vehicle,0,0
795,HSBC Insurance,2018,Aircraft,0,0
796,HSBC Insurance,2018,Ships,0,0
797,HSBC Insurance,2018,Goods in Transit,0,0
798,HSBC Insurance,2018,Property Damage,0,0
799,HSBC Insurance,2018,Employees Compensation,0,0
800,HSBC Insurance,2018,Owners Corporation Liability,0,0
801,HSBC Insurance,2018,Other Business,0,0
802,HSBC Insurance,2018,Pecuniary Loss,0,0
803,HSBC Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
804,HSBC Insurance,2018,Proportional Treaty Reinsurance,0,0
805,HSBC Insurance,2018,Total,0,0
806,Liberty Int'l,2018,Accident & Health,688368,654021
807,Liberty Int'l,2018,Motor Vehicle,124953,119129
808,Liberty Int'l,2018,Aircraft,0,0
809,Liberty Int'l,2018,Ships,1364,1287
810,Liberty Int'l,2018,Goods in Transit,3086,2866
811,Liberty Int'l,2018,Property Damage,67150,43621
812,Liberty Int'l,2018,Employees Compensation,63232,57245
813,Liberty Int'l,2018,Owners Corporation Liability,499,487
814,Liberty Int'l,2018,Other Business,19816,16008
815,Liberty Int'l,2018,Pecuniary Loss,1971,683
816,Liberty Int'l,2018,Non-Proportional Treaty Reinsurance,0,0
817,Liberty Int'l,2018,Proportional Treaty Reinsurance,0,0
818,Liberty Int'l,2018,Total,970439,895347
819,LSMHK,2018,Accident & Health,0,0
820,LSMHK,2018,Motor Vehicle,0,0
821,LSMHK,2018,Aircraft,0,0
822,LSMHK,2018,Ships,4081,2145
823,LSMHK,2018,Goods in Transit,13894,8705
824,LSMHK,2018,Property Damage,475,464
825,LSMHK,2018,Employees Compensation,0,0
826,LSMHK,2018,Owners Corporation Liability,0,0
827,LSMHK,2018,Other Business,225887,154930
828,LSMHK,2018,Pecuniary Loss,13054,2021
829,LSMHK,2018,Non-Proportional Treaty Reinsurance,0,0
830,LSMHK,2018,Proportional Treaty Reinsurance,0,0
831,LSMHK,2018,Total,257391,168265
832,Lloyd's,2018,Accident & Health,84365,68842
833,Lloyd's,2018,Motor Vehicle,75834,58435
834,Lloyd's,2018,Aircraft,0,0
835,Lloyd's,2018,Ships,85918,68491
836,Lloyd's,2018,Goods in Transit,174169,152433
837,Lloyd's,2018,Property Damage,176453,142087
838,Lloyd's,2018,Employees Compensation,1014,794
839,Lloyd's,2018,Owners Corporation Liability,0,0
840,Lloyd's,2018,Other Business,217923,170652
841,Lloyd's,2018,Pecuniary Loss,21877,16504
842,Lloyd's,2018,Non-Proportional Treaty Reinsurance,0,0
843,Lloyd's,2018,Proportional Treaty Reinsurance,0,0
844,Lloyd's,2018,Total,837553,678238
845,London Steam-Ship,2018,Accident & Health,0,0
846,London Steam-Ship,2018,Motor Vehicle,0,0
847,London Steam-Ship,2018,Aircraft,0,0
848,London Steam-Ship,2018,Ships,39868,7556
849,London Steam-Ship,2018,Goods in Transit,0,0
850,London Steam-Ship,2018,Property Damage,0,0
851,London Steam-Ship,2018,Employees Compensation,0,0
852,London Steam-Ship,2018,Owners Corporation Liability,0,0
853,London Steam-Ship,2018,Other Business,0,0
854,London Steam-Ship,2018,Pecuniary Loss,0,0
855,London Steam-Ship,2018,Non-Proportional Treaty Reinsurance,0,0
856,London Steam-Ship,2018,Proportional Treaty Reinsurance,0,0
857,London Steam-Ship,2018,Total,39868,7556
858,Min Xin,2018,Accident & Health,485,446
859,Min Xin,2018,Motor Vehicle,6310,4855
860,Min Xin,2018,Aircraft,0,0
861,Min Xin,2018,Ships,0,0
862,Min Xin,2018,Goods in Transit,0,0
863,Min Xin,2018,Property Damage,157,105
864,Min Xin,2018,Employees Compensation,153,101
865,Min Xin,2018,Owners Corporation Liability,348,309
866,Min Xin,2018,Other Business,320,119
867,Min Xin,2018,Pecuniary Loss,0,0
868,Min Xin,2018,Non-Proportional Treaty Reinsurance,0,0
869,Min Xin,2018,Proportional Treaty Reinsurance,0,0
870,Min Xin,2018,Total,7773,5935
871,MSIG Insurance,2018,Accident & Health,181369,170441
872,MSIG Insurance,2018,Motor Vehicle,167489,159130
873,MSIG Insurance,2018,Aircraft,0,0
874,MSIG Insurance,2018,Ships,1277,592
875,MSIG Insurance,2018,Goods in Transit,85883,61518
876,MSIG Insurance,2018,Property Damage,216379,114774
877,MSIG Insurance,2018,Employees Compensation,258829,241940
878,MSIG Insurance,2018,Owners Corporation Liability,3586,3348
879,MSIG Insurance,2018,Other Business,113458,72685
880,MSIG Insurance,2018,Pecuniary Loss,34218,7190
881,MSIG Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
882,MSIG Insurance,2018,Proportional Treaty Reinsurance,0,0
883,MSIG Insurance,2018,Total,1062488,831618
884,Munich Re,2018,Accident & Health,72237,72230
885,Munich Re,2018,Motor Vehicle,28631,28631
886,Munich Re,2018,Aircraft,0,0
887,Munich Re,2018,Ships,6197,6197
888,Munich Re,2018,Goods in Transit,1302,1302
889,Munich Re,2018,Property Damage,57029,22407
890,Munich Re,2018,Employees Compensation,0,0
891,Munich Re,2018,Owners Corporation Liability,0,0
892,Munich Re,2018,Other Business,41936,41936
893,Munich Re,2018,Pecuniary Loss,0,0
894,Munich Re,2018,Non-Proportional Treaty Reinsurance,0,0
895,Munich Re,2018,Proportional Treaty Reinsurance,0,0
896,Munich Re,2018,Total,207332,172703
897,New India,2018,Accident & Health,33,33
898,New India,2018,Motor Vehicle,85931,84052
899,New India,2018,Aircraft,0,0
900,New India,2018,Ships,0,0
901,New India,2018,Goods in Transit,2110,2110
902,New India,2018,Property Damage,6291,5103
903,New India,2018,Employees Compensation,238,238
904,New India,2018,Owners Corporation Liability,0,0
905,New India,2018,Other Business,35,35
906,New India,2018,Pecuniary Loss,820,730
907,New India,2018,Non-Proportional Treaty Reinsurance,0,0
908,New India,2018,Proportional Treaty Reinsurance,0,0
909,New India,2018,Total,95458,92301
910,Pacific Insurance,2018,Accident & Health,54,19
911,Pacific Insurance,2018,Motor Vehicle,80103,69497
912,Pacific Insurance,2018,Aircraft,0,0
913,Pacific Insurance,2018,Ships,2213,1503
914,Pacific Insurance,2018,Goods in Transit,470,297
915,Pacific Insurance,2018,Property Damage,830,350
916,Pacific Insurance,2018,Employees Compensation,34059,29003
917,Pacific Insurance,2018,Owners Corporation Liability,0,0
918,Pacific Insurance,2018,Other Business,4715,4135
919,Pacific Insurance,2018,Pecuniary Loss,702,95
920,Pacific Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
921,Pacific Insurance,2018,Proportional Treaty Reinsurance,0,0
922,Pacific Insurance,2018,Total,123146,104899
923,Paofoong,2018,Accident & Health,11235,10987
924,Paofoong,2018,Motor Vehicle,2544,2154
925,Paofoong,2018,Aircraft,0,0
926,Paofoong,2018,Ships,0,0
927,Paofoong,2018,Goods in Transit,2930,2668
928,Paofoong,2018,Property Damage,19411,14339
929,Paofoong,2018,Employees Compensation,22494,18675
930,Paofoong,2018,Owners Corporation Liability,95,84
931,Paofoong,2018,Other Business,6006,5204
932,Paofoong,2018,Pecuniary Loss,1215,1001
933,Paofoong,2018,Non-Proportional Treaty Reinsurance,0,0
934,Paofoong,2018,Proportional Treaty Reinsurance,0,0
935,Paofoong,2018,Total,65930,55112
936,PartnerRe Europe,2018,Accident & Health,0,0
937,PartnerRe Europe,2018,Motor Vehicle,632,226
938,PartnerRe Europe,2018,Aircraft,0,0
939,PartnerRe Europe,2018,Ships,323,85
940,PartnerRe Europe,2018,Goods in Transit,0,0
941,PartnerRe Europe,2018,Property Damage,610,163
942,PartnerRe Europe,2018,Employees Compensation,0,0
943,PartnerRe Europe,2018,Owners Corporation Liability,0,0
944,PartnerRe Europe,2018,Other Business,6792,3036
945,PartnerRe Europe,2018,Pecuniary Loss,0,0
946,PartnerRe Europe,2018,Non-Proportional Treaty Reinsurance,0,0
947,PartnerRe Europe,2018,Proportional Treaty Reinsurance,0,0
948,PartnerRe Europe,2018,Total,8357,3510
949,Peak Re,2018,Accident & Health,2746,1845
950,Peak Re,2018,Motor Vehicle,51264,41876
951,Peak Re,2018,Aircraft,30416,30416
952,Peak Re,2018,Ships,93284,93284
953,Peak Re,2018,Goods in Transit,35232,35232
954,Peak Re,2018,Property Damage,163059,123065
955,Peak Re,2018,Employees Compensation,0,0
956,Peak Re,2018,Owners Corporation Liability,0,0
957,Peak Re,2018,Other Business,144436,144436
958,Peak Re,2018,Pecuniary Loss,171988,171988
959,Peak Re,2018,Non-Proportional Treaty Reinsurance,0,0
960,Peak Re,2018,Proportional Treaty Reinsurance,0,0
961,Peak Re,2018,Total,692425,642142
962,PICC (HK),2018,Accident & Health,385,290
