,Insurer,FY,Category,Gross Claims Paid,Net Claims Paid
551,Concord,2018,Property Damage,7177,2106
552,Concord,2018,Employees Compensation,3112,2718
553,Concord,2018,Owners Corporation Liability,0,0
554,Concord,2018,Other Business,2345,1904
555,Concord,2018,Pecuniary Loss,158,35
556,Concord,2018,Non-Proportional Treaty Reinsurance,0,0
557,Concord,2018,Proportional Treaty Reinsurance,0,0
558,Concord,2018,Total,13671,7437
559,Dah Sing Insurance (1976),2018,Accident & Health,11781,3586
560,Dah Sing Insurance (1976),2018,Motor Vehicle,62422,36671
561,Dah Sing Insurance (1976),2018,Aircraft,0,0
562,Dah Sing Insurance (1976),2018,Ships,33,19
563,Dah Sing Insurance (1976),2018,Goods in Transit,279,279
564,Dah Sing Insurance (1976),2018,Property Damage,4730,2628
565,Dah Sing Insurance (1976),2018,Employees Compensation,77754,46003
566,Dah Sing Insurance (1976),2018,Owners Corporation Liability,0,0
567,Dah Sing Insurance (1976),2018,Other Business,8442,7781
568,Dah Sing Insurance (1976),2018,Pecuniary Loss,6,6
569,Dah Sing Insurance (1976),2018,Non-Proportional Treaty Reinsurance,0,0
570,Dah Sing Insurance (1976),2018,Proportional Treaty Reinsurance,0,0
571,Dah Sing Insurance (1976),2018,Total,165447,96973
572,East Point Re,2018,Accident & Health,0,0
573,East Point Re,2018,Motor Vehicle,0,0
574,East Point Re,2018,Aircraft,0,0
575,East Point Re,2018,Ships,0,0
576,East Point Re,2018,Goods in Transit,0,0
577,East Point Re,2018,Property Damage,0,0
578,East Point Re,2018,Employees Compensation,0,0
579,East Point Re,2018,Owners Corporation Liability,0,0
580,East Point Re,2018,Other Business,0,0
581,East Point Re,2018,Pecuniary Loss,0,0
582,East Point Re,2018,Non-Proportional Treaty Reinsurance,0,0
583,East Point Re,2018,Proportional Treaty Reinsurance,0,0
584,East Point Re,2018,Total,0,0
585,EULER HERMES,2018,Accident & Health,0,0
586,EULER HERMES,2018,Motor Vehicle,0,0
587,EULER HERMES,2018,Aircraft,0,0
588,EULER HERMES,2018,Ships,0,0
589,EULER HERMES,2018,Goods in Transit,0,0
590,EULER HERMES,2018,Property Damage,0,0
591,EULER HERMES,2018,Employees Compensation,0,0
592,EULER HERMES,2018,Owners Corporation Liability,0,0
593,EULER HERMES,2018,Other Business,0,0
594,EULER HERMES,2018,Pecuniary Loss,234321,75834
595,EULER HERMES,2018,Non-Proportional Treaty Reinsurance,0,0
596,EULER HERMES,2018,Proportional Treaty Reinsurance,0,0
597,EULER HERMES,2018,Total,234321,75834
598,Factory Mutual,2018,Accident & Health,0,0
599,Factory Mutual,2018,Motor Vehicle,0,0
600,Factory Mutual,2018,Aircraft,0,0
601,Factory Mutual,2018,Ships,0,0
602,Factory Mutual,2018,Goods in Transit,0,0
603,Factory Mutual,2018,Property Damage,967,1324
604,Factory Mutual,2018,Employees Compensation,0,0
605,Factory Mutual,2018,Owners Corporation Liability,0,0
606,Factory Mutual,2018,Other Business,0,0
607,Factory Mutual,2018,Pecuniary Loss,0,0
608,Factory Mutual,2018,Non-Proportional Treaty Reinsurance,0,0
609,Factory Mutual,2018,Proportional Treaty Reinsurance,0,0
610,Factory Mutual,2018,Total,967,1324
611,Falcon Insurance,2018,Accident & Health,20176,20176
612,Falcon Insurance,2018,Motor Vehicle,45239,37029
613,Falcon Insurance,2018,Aircraft,0,0
614,Falcon Insurance,2018,Ships,63860,33099
615,Falcon Insurance,2018,Goods in Transit,2184,1272
616,Falcon Insurance,2018,Property Damage,39660,4272
617,Falcon Insurance,2018,Employees Compensation,47088,47088
618,Falcon Insurance,2018,Owners Corporation Liability,344,92
619,Falcon Insurance,2018,Other Business,4239,2824
620,Falcon Insurance,2018,Pecuniary Loss,7885,328
621,Falcon Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
622,Falcon Insurance,2018,Proportional Treaty Reinsurance,0,0
623,Falcon Insurance,2018,Total,230675,146180
624,Federal,2018,Accident & Health,0,0
625,Federal,2018,Motor Vehicle,0,0
626,Federal,2018,Aircraft,0,0
627,Federal,2018,Ships,0,0
628,Federal,2018,Goods in Transit,0,0
629,Federal,2018,Property Damage,0,0
630,Federal,2018,Employees Compensation,0,0
631,Federal,2018,Owners Corporation Liability,0,0
632,Federal,2018,Other Business,0,0
633,Federal,2018,Pecuniary Loss,0,0
634,Federal,2018,Non-Proportional Treaty Reinsurance,0,0
635,Federal,2018,Proportional Treaty Reinsurance,0,0
636,Federal,2018,Total,0,0
637,First American Title,2018,Accident & Health,0,0
638,First American Title,2018,Motor Vehicle,0,0
639,First American Title,2018,Aircraft,0,0
640,First American Title,2018,Ships,0,0
641,First American Title,2018,Goods in Transit,0,0
642,First American Title,2018,Property Damage,0,0
643,First American Title,2018,Employees Compensation,0,0
644,First American Title,2018,Owners Corporation Liability,0,0
645,First American Title,2018,Other Business,0,0
646,First American Title,2018,Pecuniary Loss,0,0
647,First American Title,2018,Non-Proportional Treaty Reinsurance,0,0
648,First American Title,2018,Proportional Treaty Reinsurance,0,0
649,First American Title,2018,Total,0,0
650,FWD General,2018,Accident & Health,176863,46916
651,FWD General,2018,Motor Vehicle,33814,33583
652,FWD General,2018,Aircraft,0,0
653,FWD General,2018,Ships,509,509
654,FWD General,2018,Goods in Transit,2833,2527
655,FWD General,2018,Property Damage,18681,3509
656,FWD General,2018,Employees Compensation,40519,39647
657,FWD General,2018,Owners Corporation Liability,418,418
658,FWD General,2018,Other Business,2357,2343
659,FWD General,2018,Pecuniary Loss,0,0
660,FWD General,2018,Non-Proportional Treaty Reinsurance,0,0
661,FWD General,2018,Proportional Treaty Reinsurance,0,0
662,FWD General,2018,Total,275994,129452
663,GAN,2018,Accident & Health,0,0
664,GAN,2018,Motor Vehicle,769,759
665,GAN,2018,Aircraft,0,0
666,GAN,2018,Ships,781,781
667,GAN,2018,Goods in Transit,41,27
668,GAN,2018,Property Damage,134,3
669,GAN,2018,Employees Compensation,5341,4806
670,GAN,2018,Owners Corporation Liability,0,0
671,GAN,2018,Other Business,91,88
672,GAN,2018,Pecuniary Loss,0,0
673,GAN,2018,Non-Proportional Treaty Reinsurance,0,0
674,GAN,2018,Proportional Treaty Reinsurance,0,0
675,GAN,2018,Total,7157,6464
676,Gard M&E Ltd.,2018,Accident & Health,0,0
677,Gard M&E Ltd.,2018,Motor Vehicle,0,0
678,Gard M&E Ltd.,2018,Aircraft,0,0
679,Gard M&E Ltd.,2018,Ships,2551,2551
680,Gard M&E Ltd.,2018,Goods in Transit,0,0
681,Gard M&E Ltd.,2018,Property Damage,0,0
682,Gard M&E Ltd.,2018,Employees Compensation,0,0
683,Gard M&E Ltd.,2018,Owners Corporation Liability,0,0
684,Gard M&E Ltd.,2018,Other Business,0,0
685,Gard M&E Ltd.,2018,Pecuniary Loss,0,0
686,Gard M&E Ltd.,2018,Non-Proportional Treaty Reinsurance,0,0
687,Gard M&E Ltd.,2018,Proportional Treaty Reinsurance,0,0
688,Gard M&E Ltd.,2018,Total,2551,2551
689,GenRe,2018,Accident & Health,0,0
690,GenRe,2018,Motor Vehicle,0,0
691,GenRe,2018,Aircraft,0,0
692,GenRe,2018,Ships,0,0
693,GenRe,2018,Goods in Transit,0,0
694,GenRe,2018,Property Damage,0,0
695,GenRe,2018,Employees Compensation,0,0
696,GenRe,2018,Owners Corporation Liability,0,0
697,GenRe,2018,Other Business,5426,5426
698,GenRe,2018,Pecuniary Loss,0,0
699,GenRe,2018,Non-Proportional Treaty Reinsurance,0,0
700,GenRe,2018,Proportional Treaty Reinsurance,0,0
701,GenRe,2018,Total,5426,5426
702,Hang Seng Insurance,2018,Accident & Health,0,0
703,Hang Seng Insurance,2018,Motor Vehicle,0,0
704,Hang Seng Insurance,2018,Aircraft,0,0
705,Hang Seng Insurance,2018,Ships,0,0
706,Hang Seng Insurance,2018,Goods in Transit,0,0
707,Hang Seng Insurance,2018,Property Damage,0,0
708,Hang Seng Insurance,2018,Employees Compensation,0,0
709,Hang Seng Insurance,2018,Owners Corporation Liability,0,0
710,Hang Seng Insurance,2018,Other Business,0,0
711,Hang Seng Insurance,2018,Pecuniary Loss,0,0
712,Hang Seng Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
713,Hang Seng Insurance,2018,Proportional Treaty Reinsurance,0,0
714,Hang Seng Insurance,2018,Total,0,0
715,Hannover Re,2018,Accident & Health,168012,84006
716,Hannover Re,2018,Motor Vehicle,0,0
717,Hannover Re,2018,Aircraft,0,0
718,Hannover Re,2018,Ships,0,0
719,Hannover Re,2018,Goods in Transit,0,0
720,Hannover Re,2018,Property Damage,0,0
721,Hannover Re,2018,Employees Compensation,0,0
722,Hannover Re,2018,Owners Corporation Liability,0,0
723,Hannover Re,2018,Other Business,0,0
724,Hannover Re,2018,Pecuniary Loss,0,0
725,Hannover Re,2018,Non-Proportional Treaty Reinsurance,0,0
726,Hannover Re,2018,Proportional Treaty Reinsurance,0,0
727,Hannover Re,2018,Total,168012,84006
728,HDI,2018,Accident & Health,0,0
729,HDI,2018,Motor Vehicle,354,0
730,HDI,2018,Aircraft,0,0
731,HDI,2018,Ships,0,0
732,HDI,2018,Goods in Transit,34108,2404
733,HDI,2018,Property Damage,226132,68464
734,HDI,2018,Employees Compensation,0,0
735,HDI,2018,Owners Corporation Liability,0,0
736,HDI,2018,Other Business,17762,5268
737,HDI,2018,Pecuniary Loss,127124,16268
738,HDI,2018,Non-Proportional Treaty Reinsurance,0,0
739,HDI,2018,Proportional Treaty Reinsurance,0,0
740,HDI,2018,Total,405480,92404
741,HKMCI,2018,Accident & Health,0,0
742,HKMCI,2018,Motor Vehicle,0,0
743,HKMCI,2018,Aircraft,0,0
744,HKMCI,2018,Ships,0,0
745,HKMCI,2018,Goods in Transit,0,0
746,HKMCI,2018,Property Damage,0,0
747,HKMCI,2018,Employees Compensation,0,0
748,HKMCI,2018,Owners Corporation Liability,0,0
749,HKMCI,2018,Other Business,0,0
750,HKMCI,2018,Pecuniary Loss,3869,2843
751,HKMCI,2018,Non-Proportional Treaty Reinsurance,0,0
752,HKMCI,2018,Proportional Treaty Reinsurance,0,0
753,HKMCI,2018,Total,3869,2843
754,HKMC,2018,Accident & Health,0,0
755,HKMC,2018,Motor Vehicle,0,0
756,HKMC,2018,Aircraft,0,0
757,HKMC,2018,Ships,0,0
758,HKMC,2018,Goods in Transit,0,0
759,HKMC,2018,Property Damage,0,0
760,HKMC,2018,Employees Compensation,0,0
761,HKMC,2018,Owners Corporation Liability,0,0
762,HKMC,2018,Other Business,0,0
763,HKMC,2018,Pecuniary Loss,3687,3098
764,HKMC,2018,Non-Proportional Treaty Reinsurance,0,0
765,HKMC,2018,Proportional Treaty Reinsurance,0,0
766,HKMC,2018,Total,3687,3098
767,HK Re,2018,Accident & Health,0,0
768,HK Re,2018,Motor Vehicle,0,0
769,HK Re,2018,Aircraft,0,0
770,HK Re,2018,Ships,0,0
771,HK Re,2018,Goods in Transit,0,0
772,HK Re,2018,Property Damage,0,0
773,HK Re,2018,Employees Compensation,0,0
774,HK Re,2018,Owners Corporation Liability,0,0
775,HK Re,2018,Other Business,0,0
776,HK Re,2018,Pecuniary Loss,0,0
777,HK Re,2018,Non-Proportional Treaty Reinsurance,0,0
778,HK Re,2018,Proportional Treaty Reinsurance,0,0
779,HK Re,2018,Total,0,0
780,Hong Leong Insurance (Asia),2018,Accident & Health,29408,17586
781,Hong Leong Insurance (Asia),2018,Motor Vehicle,0,0
782,Hong Leong Insurance (Asia),2018,Aircraft,0,0
783,Hong Leong Insurance (Asia),2018,Ships,0,0
784,Hong Leong Insurance (Asia),2018,Goods in Transit,0,0
785,Hong Leong Insurance (Asia),2018,Property Damage,39293,5273
786,Hong Leong Insurance (Asia),2018,Employees Compensation,10855,7985
787,Hong Leong Insurance (Asia),2018,Owners Corporation Liability,0,0
788,Hong Leong Insurance (Asia),2018,Other Business,3070,1851
789,Hong Leong Insurance (Asia),2018,Pecuniary Loss,0,0
790,Hong Leong Insurance (Asia),2018,Non-Proportional Treaty Reinsurance,0,0
791,Hong Leong Insurance (Asia),2018,Proportional Treaty Reinsurance,0,0
792,Hong Leong Insurance (Asia),2018,Total,82626,32695
793,HSBC Insurance,2018,Accident & Health,0,0
794,HSBC Insurance,2018,Motor Vehicle,0,0
795,HSBC Insurance,2018,Aircraft,0,0
796,HSBC Insurance,2018,Ships,0,0
797,HSBC Insurance,2018,Goods in Transit,0,0
798,HSBC Insurance,2018,Property Damage,0,0
799,HSBC Insurance,2018,Employees Compensation,0,0
800,HSBC Insurance,2018,Owners Corporation Liability,0,0
801,HSBC Insurance,2018,Other Business,0,0
802,HSBC Insurance,2018,Pecuniary Loss,0,0
803,HSBC Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
804,HSBC Insurance,2018,Proportional Treaty Reinsurance,0,0
805,HSBC Insurance,2018,Total,0,0
806,Liberty Int'l,2018,Accident & Health,390020,389011
807,Liberty Int'l,2018,Motor Vehicle,49085,49085
808,Liberty Int'l,2018,Aircraft,0,0
809,Liberty Int'l,2018,Ships,1519,1519
810,Liberty Int'l,2018,Goods in Transit,720,714
811,Liberty Int'l,2018,Property Damage,16060,7938
812,Liberty Int'l,2018,Employees Compensation,20426,20234
813,Liberty Int'l,2018,Owners Corporation Liability,0,0
814,Liberty Int'l,2018,Other Business,3570,3496
815,Liberty Int'l,2018,Pecuniary Loss,362,59
816,Liberty Int'l,2018,Non-Proportional Treaty Reinsurance,0,0
817,Liberty Int'l,2018,Proportional Treaty Reinsurance,0,0
818,Liberty Int'l,2018,Total,481762,472056
819,LSMHK,2018,Accident & Health,0,0
820,LSMHK,2018,Motor Vehicle,0,0
821,LSMHK,2018,Aircraft,0,0
822,LSMHK,2018,Ships,1188,1188
823,LSMHK,2018,Goods in Transit,3038,3067
824,LSMHK,2018,Property Damage,0,-39
825,LSMHK,2018,Employees Compensation,0,0
826,LSMHK,2018,Owners Corporation Liability,0,0
827,LSMHK,2018,Other Business,24775,19833
828,LSMHK,2018,Pecuniary Loss,0,0
829,LSMHK,2018,Non-Proportional Treaty Reinsurance,0,0
830,LSMHK,2018,Proportional Treaty Reinsurance,0,0
831,LSMHK,2018,Total,29001,24049
832,Lloyd's,2018,Accident & Health,42153,37733
833,Lloyd's,2018,Motor Vehicle,41586,36356
834,Lloyd's,2018,Aircraft,0,0
835,Lloyd's,2018,Ships,48761,40423
836,Lloyd's,2018,Goods in Transit,111809,88680
837,Lloyd's,2018,Property Damage,147485,122797
838,Lloyd's,2018,Employees Compensation,0,0
839,Lloyd's,2018,Owners Corporation Liability,0,0
840,Lloyd's,2018,Other Business,72781,58867
841,Lloyd's,2018,Pecuniary Loss,2669,2173
842,Lloyd's,2018,Non-Proportional Treaty Reinsurance,0,0
843,Lloyd's,2018,Proportional Treaty Reinsurance,0,0
844,Lloyd's,2018,Total,467244,387029
845,London Steam-Ship,2018,Accident & Health,0,0
846,London Steam-Ship,2018,Motor Vehicle,0,0
847,London Steam-Ship,2018,Aircraft,0,0
848,London Steam-Ship,2018,Ships,26076,2608
849,London Steam-Ship,2018,Goods in Transit,0,0
850,London Steam-Ship,2018,Property Damage,0,0
851,London Steam-Ship,2018,Employees Compensation,0,0
852,London Steam-Ship,2018,Owners Corporation Liability,0,0
853,London Steam-Ship,2018,Other Business,0,0
854,London Steam-Ship,2018,Pecuniary Loss,0,0
855,London Steam-Ship,2018,Non-Proportional Treaty Reinsurance,0,0
856,London Steam-Ship,2018,Proportional Treaty Reinsurance,0,0
857,London Steam-Ship,2018,Total,26076,2608
858,Min Xin,2018,Accident & Health,422,420
859,Min Xin,2018,Motor Vehicle,6651,4952
860,Min Xin,2018,Aircraft,0,0
861,Min Xin,2018,Ships,0,0
862,Min Xin,2018,Goods in Transit,0,0
863,Min Xin,2018,Property Damage,15,15
864,Min Xin,2018,Employees Compensation,7507,5881
865,Min Xin,2018,Owners Corporation Liability,0,0
866,Min Xin,2018,Other Business,8,8
867,Min Xin,2018,Pecuniary Loss,0,0
868,Min Xin,2018,Non-Proportional Treaty Reinsurance,0,0
869,Min Xin,2018,Proportional Treaty Reinsurance,0,0
870,Min Xin,2018,Total,14603,11276
871,MSIG Insurance,2018,Accident & Health,107764,104251
872,MSIG Insurance,2018,Motor Vehicle,73400,72725
873,MSIG Insurance,2018,Aircraft,0,0
874,MSIG Insurance,2018,Ships,258,97
875,MSIG Insurance,2018,Goods in Transit,17372,8334
876,MSIG Insurance,2018,Property Damage,52802,33267
877,MSIG Insurance,2018,Employees Compensation,112290,109783
878,MSIG Insurance,2018,Owners Corporation Liability,1502,1420
879,MSIG Insurance,2018,Other Business,34155,23886
880,MSIG Insurance,2018,Pecuniary Loss,20001,1336
881,MSIG Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
882,MSIG Insurance,2018,Proportional Treaty Reinsurance,0,0
883,MSIG Insurance,2018,Total,419544,355099
884,Munich Re,2018,Accident & Health,65134,65134
885,Munich Re,2018,Motor Vehicle,47036,47036
886,Munich Re,2018,Aircraft,0,0
887,Munich Re,2018,Ships,19676,19676
888,Munich Re,2018,Goods in Transit,93,93
889,Munich Re,2018,Property Damage,4204,4204
890,Munich Re,2018,Employees Compensation,0,0
891,Munich Re,2018,Owners Corporation Liability,0,0
892,Munich Re,2018,Other Business,13932,13932
893,Munich Re,2018,Pecuniary Loss,0,0
894,Munich Re,2018,Non-Proportional Treaty Reinsurance,0,0
895,Munich Re,2018,Proportional Treaty Reinsurance,0,0
896,Munich Re,2018,Total,150075,150075
897,New India,2018,Accident & Health,1,1
898,New India,2018,Motor Vehicle,40867,38970
899,New India,2018,Aircraft,0,0
900,New India,2018,Ships,0,0
901,New India,2018,Goods in Transit,571,571
902,New India,2018,Property Damage,26,26
903,New India,2018,Employees Compensation,0,0
904,New India,2018,Owners Corporation Liability,0,0
905,New India,2018,Other Business,0,0
906,New India,2018,Pecuniary Loss,0,0
907,New India,2018,Non-Proportional Treaty Reinsurance,0,0
908,New India,2018,Proportional Treaty Reinsurance,0,0
909,New India,2018,Total,41465,39568
910,Pacific Insurance,2018,Accident & Health,0,0
911,Pacific Insurance,2018,Motor Vehicle,47276,38603
912,Pacific Insurance,2018,Aircraft,0,0
913,Pacific Insurance,2018,Ships,10,7
914,Pacific Insurance,2018,Goods in Transit,50,40
915,Pacific Insurance,2018,Property Damage,240,53
916,Pacific Insurance,2018,Employees Compensation,16695,15592
917,Pacific Insurance,2018,Owners Corporation Liability,0,0
918,Pacific Insurance,2018,Other Business,735,685
919,Pacific Insurance,2018,Pecuniary Loss,0,0
920,Pacific Insurance,2018,Non-Proportional Treaty Reinsurance,0,0
921,Pacific Insurance,2018,Proportional Treaty Reinsurance,0,0
922,Pacific Insurance,2018,Total,65006,54980
923,Paofoong,2018,Accident & Health,5116,4768
924,Paofoong,2018,Motor Vehicle,868,866
925,Paofoong,2018,Aircraft,0,0
926,Paofoong,2018,Ships,0,0
927,Paofoong,2018,Goods in Transit,65,65
928,Paofoong,2018,Property Damage,2166,406
929,Paofoong,2018,Employees Compensation,14812,14769
930,Paofoong,2018,Owners Corporation Liability,5,5
931,Paofoong,2018,Other Business,1478,1478
932,Paofoong,2018,Pecuniary Loss,364,364
933,Paofoong,2018,Non-Proportional Treaty Reinsurance,0,0
934,Paofoong,2018,Proportional Treaty Reinsurance,0,0
935,Paofoong,2018,Total,24874,22721
936,PartnerRe Europe,2018,Accident & Health,0,0
937,PartnerRe Europe,2018,Motor Vehicle,348,177
938,PartnerRe Europe,2018,Aircraft,0,0
939,PartnerRe Europe,2018,Ships,-17,-9
940,PartnerRe Europe,2018,Goods in Transit,0,0
941,PartnerRe Europe,2018,Property Damage,529,149
942,PartnerRe Europe,2018,Employees Compensation,0,0
943,PartnerRe Europe,2018,Owners Corporation Liability,0,0
944,PartnerRe Europe,2018,Other Business,1578,825
945,PartnerRe Europe,2018,Pecuniary Loss,0,0
946,PartnerRe Europe,2018,Non-Proportional Treaty Reinsurance,0,0
947,PartnerRe Europe,2018,Proportional Treaty Reinsurance,0,0
948,PartnerRe Europe,2018,Total,2438,1142
949,Peak Re,2018,Accident & Health,274,213
950,Peak Re,2018,Motor Vehicle,17522,16803
951,Peak Re,2018,Aircraft,19878,19878
952,Peak Re,2018,Ships,41757,41757
953,Peak Re,2018,Goods in Transit,18752,18752
954,Peak Re,2018,Property Damage,20752,15693
955,Peak Re,2018,Employees Compensation,0,0
956,Peak Re,2018,Owners Corporation Liability,0,0
957,Peak Re,2018,Other Business,31662,31662
958,Peak Re,2018,Pecuniary Loss,8327,8327
959,Peak Re,2018,Non-Proportional Treaty Reinsurance,0,0
960,Peak Re,2018,Proportional Treaty Reinsurance,0,0
961,Peak Re,2018,Total,158924,153085
962,PICC (HK),2018,Accident & Health,39,38
963,PICC (HK),2018,Motor Vehicle,7646,7605
964,PICC (HK),2018,Aircraft,0,0
965,PICC (HK),2018,Ships,2016,4
966,PICC (HK),2018,Goods in Transit,3206,118
967,PICC (HK),2018,Property Damage,29130,3975
968,PICC (HK),2018,Employees Compensation,48137,46513
969,PICC (HK),2018,Owners Corporation Liability,0,0
970,PICC (HK),2018,Other Business,3171,3095
971,PICC (HK),2018,Pecuniary Loss,1,1
972,PICC (HK),2018,Non-Proportional Treaty Reinsurance,0,0
973,PICC (HK),2018,Proportional Treaty Reinsurance,0,0
974,PICC (HK),2018,Total,93346,61349
975,Pioneer,2018,Accident & Health,84,78
